citation_key,arxiv_id,title,year,categories,published,decision,reason,pass2_evidence,dossiers,formal_supersession,review_status,url
Zhang2026LlmsAsOrchestrators,2601.19121,LLMs as Orchestrators: Constraint-Compliant Multi-Agent Optimization for Recommendation Systems,2026,cs.IR;cs.AI;cs.LG;cs.MA,2026-01-27T02:46:13Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2601.19121
Bandara2026AgenticAiControl,2602.13227,"An Agentic AI Control Plane for 6G Network Slice Orchestration, Monitoring, and Trading",2026,cs.NI;cs.AI,2026-01-27T09:50:57Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2602.13227
Lahouel2026IcEoInterpretable,2602.00117,IC-EO: Interpretable Code-based assistant for Earth Observation,2026,cs.CV;cs.AI,2026-01-27T10:49:29Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.00117
Liu2026CasterBreakingCost,2601.19793,CASTER: Breaking the Cost-Performance Barrier in Multi-Agent Orchestration via Context-Aware Strategy for Task Efficient Routing,2026,cs.AI,2026-01-27T16:52:47Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2601.19793
Xiao2026TowardsIntelligentUrban,2601.20206,Towards Intelligent Urban Park Development Monitoring: LLM Agents for Multi-Modal Information Fusion and Analysis,2026,cs.AI,2026-01-28T03:03:15Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2601.20206
Lee2026TabedTestTime,2601.20357,TABED: Test-Time Adaptive Ensemble Drafting for Robust Speculative Decoding in LVLMs,2026,cs.LG;cs.CL,2026-01-28T08:16:57Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2601.20357
Jiao2026PolicyThoughtsScaling,2601.20379,Policy of Thoughts: Scaling Test-Time Training for LLM Reasoning via Online Policy Evolution,2026,cs.AI,2026-01-28T08:44:34Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2601.20379
Cox2026DialogicalReasoningAcross,2601.20604,Dialogical Reasoning Across AI Architectures: A Multi-Model Framework for Testing AI Alignment Strategies,2026,cs.AI,2026-01-28T13:41:01Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.20604
Carmeli2026InvestigatingDevelopmentTask,2601.20641,Investigating the Development of Task-Oriented Communication in Vision-Language Models,2026,cs.AI,2026-01-28T14:28:31Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.20641
Mo2026ShieldedcodeLearningRobustdb69775,2601.20679,ShieldedCode: Learning Robust Representations for Virtual Machine Protected Code,2026,cs.CL,2026-01-28T15:07:08Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2601.20679
Zhu2026MultiTaskCode,2601.21115,Multi-task Code LLMs: Data Mix or Model Merge?,2026,cs.CL;cs.AI,2026-01-28T23:06:09Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2601.21115
Zheng2026JustAskCurious,2601.21233,Just Ask: Curious Code Agents Reveal System Prompts in Frontier LLMs,2026,cs.AI,2026-01-29T03:53:25Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2601.21233
Spotorno2026PositionCertifiableState,2601.21249,Position: Certifiable State Integrity in Cyber-Physical Systems -- Why Modular Sovereignty Solves the Plasticity-Stability Paradox,2026,cs.AI;cs.LG,2026-01-29T04:10:58Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2601.21249
Song2026NemoExecutionAware,2601.21372,NEMO: Execution-Aware Optimization Modeling via Autonomous Coding Agents,2026,cs.AI,2026-01-29T07:57:23Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2601.21372
Wang2026DoNotWaste,2601.21684,Do Not Waste Your Rollouts: Recycling Search Experience for Efficient Test-Time Scaling,2026,cs.CL;cs.LG,2026-01-29T13:18:36Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2601.21684
Du2026DistributionAwareReward,2601.21804,Distribution-Aware Reward Estimation for Test-Time Reinforcement Learning,2026,cs.CL,2026-01-29T14:48:02Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2601.21804
Yu2026CoreTowardUbiquitous,2601.21822,CORE:Toward Ubiquitous 6G Intelligence Through Collaborative Orchestration of Large Language Model Agents Over Hierarchical Edge,2026,cs.AI,2026-01-29T15:08:19Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2601.21822
Velasco2026TestTimeCompute,2601.21839,Test-Time Compute Games,2026,cs.CY;cs.AI;cs.GT;cs.LG,2026-01-29T15:18:01Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2601.21839
Collier2026AstraLangchain4JExperiences,2601.21879,astra-langchain4j: Experiences Combining LLMs and Agent Programming,2026,cs.AI;cs.MA,2026-01-29T15:46:13Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2601.21879
Twist2026NotAllCode,2601.21894,Not All Code Is Equal: A Data-Centric Study of Code Complexity and LLM Reasoning,2026,cs.LG,2026-01-29T15:54:40Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2601.21894
Abuzakuk2026OptimizingAgenticWorkflows,2601.22037,Optimizing Agentic Workflows using Meta-tools,2026,cs.AI;cs.LG,2026-01-29T17:43:08Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2601.22037
Qin2026DajDataReweighted,2601.22230,DAJ: Data-Reweighted LLM Judge for Test-Time Scaling in Code Generation,2026,cs.LG,2026-01-29T19:04:24Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2601.22230
Yuan2026BayesflowProbabilityInference,2601.22305,BayesFlow: A Probability Inference Framework for Meta-Agent Assisted Workflow Generation,2026,cs.LG,2026-01-29T20:43:20Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2601.22305
Bank2026RetrievalAugmentedKnowledge,2602.16715,"Retrieval Augmented (Knowledge Graph), and Large Language Model-Driven Design Structure Matrix (DSM) Generation of Cyber-Physical Systems",2026,cs.AI;cs.CL;eess.SY,2026-01-30T01:10:49Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.16715
Zhang2026TowardNonExpert,2601.22461,Toward Non-Expert Customized Congestion Control: Large Language Model-Assisted CCA Code Generation with eBPF Deployment,2026,cs.NI;cs.LG,2026-01-30T02:14:28Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2601.22461
Yang2026TtcsTestTime,2601.22628,TTCS: Test-Time Curriculum Synthesis for Self-Evolving,2026,cs.LG;cs.AI;cs.CL,2026-01-30T06:38:02Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2601.22628
Lodha2026McpDiagDeterministic,2601.22633,"MCP-Diag: A Deterministic, Protocol-Driven Architecture for AI-Native Network Diagnostics",2026,cs.NI;cs.AI,2026-01-30T06:49:25Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2601.22633
Gong2026GuidedByTrajectories,2601.23032,Guided by Trajectories: Repairing and Rewarding Tool-Use Trajectories for Tool-Integrated Reasoning,2026,cs.AI,2026-01-30T14:42:04Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2601.23032
Zhu2026MedmcpCalcBenchmarking,2601.23049,MedMCP-Calc: Benchmarking LLMs for Realistic Medical Calculator Scenarios via MCP Integration,2026,cs.AI,2026-01-30T14:56:20Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2601.23049
Dai2026ExperienceDrivenMulti,2602.02559,Experience-Driven Multi-Agent Systems Are Training-free Context-aware Earth Observers,2026,cs.AI;cs.CV;cs.LG;cs.MA,2026-01-30T15:11:07Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2602.02559
Karakas2026ClauseInternalOr,2602.00380,Clause-Internal or Clause-External? Testing Turkish Reflexive Binding in Adapted versus Chain of Thought Large Language Models,2026,cs.CL,2026-01-30T23:00:04Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.00380
Alam2026MinervaReinforcementLearning,2602.00513,Minerva: Reinforcement Learning with Verifiable Rewards for Cyber Threat Intelligence LLMs,2026,cs.LG,2026-01-31T05:01:01Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2602.00513
Pyo2026ReasoningByCommented,2602.00543,Reasoning by Commented Code for Table Question Answering,2026,cs.CL,2026-01-31T06:16:35Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.00543
Li2026LatentContextCompilation,2602.21221,Latent Context Compilation: Distilling Long Context into Compact Portable Memory,2026,cs.LG;cs.AI;cs.CL,2026-01-31T08:38:07Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.21221
Liu2026FromPromptGraph,2602.00699,From Prompt to Graph: Comparing LLM-Based Information Extraction Strategies in Domain-Specific Ontology Development,2026,cs.AI;cs.CL;cs.IR,2026-01-31T12:50:23Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2602.00699
Lyu2026LocalvExploitingInformation,2602.00704,LocalV: Exploiting Information Locality for IP-level Verilog Generation,2026,cs.LG,2026-01-31T13:01:16Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2602.00704
Guo2026HallucinationIsConsequence,2602.00906,Hallucination is a Consequence of Space-Optimality: A Rate-Distortion Theorem for Membership Testing,2026,cs.LG;cs.AI;cs.CL;cs.DS;cs.IT,2026-01-31T21:18:28Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2602.00906
Ahmed2026LearningAbstractionsHierarchical,2602.00929,Learning Abstractions for Hierarchical Planning in Program-Synthesis Agents,2026,cs.AI,2026-01-31T23:01:51Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.00929
Borah2026DonTJudge,2602.01132,Don't Judge a Book by its Cover: Testing LLMs' Robustness Under Logical Obfuscation,2026,cs.CL,2026-02-01T10:04:22Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.01132
Zhang2026ChronosLearningTemporal,2602.01208,Chronos: Learning Temporal Dynamics of Reasoning Chains for Test-Time Scaling,2026,cs.CL,2026-02-01T12:57:36Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.01208
Su2026ContextevolveMultiAgent,2602.02597,ContextEvolve: Multi-Agent Context Compression for Systems Code Optimization,2026,cs.LG;cs.AI,2026-02-01T16:50:07Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software;software-for-llm,no,adjudicated,https://arxiv.org/abs/2602.02597
Xia2026IfYouRe,2602.01386,"""If You're Very Clever, No One Knows You've Used It"": The Social Dynamics of Developing Generative AI Literacy in the Workplace",2026,cs.HC;cs.AI,2026-02-01T18:41:30Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2602.01386
Castelo2026SimgymTrafficGrounded,2602.01443,SimGym: Traffic-Grounded Browser Agents for Offline A/B Testing in E-Commerce,2026,cs.AI,2026-02-01T21:23:04Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.01443
Li2026PredictingImprovingTest,2602.01485,Predicting and improving test-time scaling laws via reward tail-guided search,2026,cs.LG;stat.ML,2026-02-01T23:40:25Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.01485
Zhu2026FsResearcherTest,2602.01566,FS-Researcher: Test-Time Scaling for Long-Horizon Research Tasks with File-System-Based Agents,2026,cs.CL,2026-02-02T03:00:19Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2602.01566
Zhang2026FlowsteerTowardsAgents,2602.01664,FlowSteer: Towards Agents Designing Agentic Workflows via Reinforced Progressive Canvas Editing,2026,cs.AI;cs.LG,2026-02-02T05:30:42Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2602.01664
Zeng2026ArtisAgenticRisk,2602.01709,ARTIS: Agentic Risk-Aware Test-Time Scaling via Iterative Simulation,2026,cs.CL,2026-02-02T06:33:22Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software;software-for-llm,no,adjudicated,https://arxiv.org/abs/2602.01709
Zhou2026OrchManyAnalyses,2602.01797,"ORCH: many analyses, one merge-a deterministic multi-agent orchestrator for discrete-choice reasoning with EMA-guided routing",2026,cs.AI,2026-02-02T08:27:58Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2602.01797
Bai2026PrismEfficientTest,2602.01842,Prism: Efficient Test-Time Scaling via Hierarchical Search and Self-Verification for Discrete Diffusion Language Models,2026,cs.LG,2026-02-02T09:14:51Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2602.01842
AlKhalifa2026FromCodeCentric,2602.01919,"From Code-Centric to Concept-Centric: Teaching NLP with LLM-Assisted ""Vibe Coding""",2026,cs.CL,2026-02-02T10:21:34Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.01919
Joshi2026ConstrainedProcessMaps,2602.02034,Constrained Process Maps for Multi-Agent Generative AI Workflows,2026,cs.AI,2026-02-02T12:32:11Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2602.02034
Yan2026TideTrajectoryBased,2602.02196,TIDE: Trajectory-based Diagnostic Evaluation of Test-Time Improvement in LLM Agents,2026,cs.AI,2026-02-02T15:00:47Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.02196
Syed2026RethinkingTestTime,2602.02633,Rethinking Test-Time Training: Tilting The Latent Distribution For Few-Shot Source-Free Adaptation,2026,stat.ML;cs.LG,2026-02-02T18:17:29Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2602.02633
Chen2026CertainHeadUncertain,2602.02443,"Certain Head, Uncertain Tail: Expert-Sample for Test-Time Scaling in Fine-Grained MoE",2026,cs.LG,2026-02-02T18:39:33Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2602.02443
Liang2026TrainingLlmsDivide,2602.02477,Training LLMs for Divide-and-Conquer Reasoning Elevates Test-Time Scalability,2026,cs.CL,2026-02-02T18:54:54Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.02477
Langenfeld2026BongardsAtBoundary,2602.03038,Bongards at the Boundary of Perception and Reasoning: Programs or Language?,2026,cs.CV;cs.AI,2026-02-03T03:04:27Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2602.03038
Piskala2026MapleSubAgent,2602.13258,"MAPLE: A Sub-Agent Architecture for Memory, Learning, and Personalization in Agentic AI Systems",2026,cs.AI;cs.CL;cs.MA,2026-02-03T03:46:39Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2602.13258
Yang2026DevelopingMultiAgent,2602.18451,Developing a Multi-Agent System to Generate Next Generation Science Assessments with Evidence-Centered Design,2026,cs.CY;cs.AI,2026-02-03T04:37:24Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2602.18451
Zhuang2026TestTimeRecursive,2602.03094,Test-time Recursive Thinking: Self-Improvement without External Feedback,2026,cs.CL,2026-02-03T04:37:37Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.03094
Wu2026LlmFsmScaling,2602.07032,LLM-FSM: Scaling Large Language Models for Finite-State Reasoning in RTL Code Generation,2026,cs.AI;cs.AR;cs.CL,2026-02-03T04:48:26Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.07032
Yang2026InternetAgenticAi,2602.03145,Internet of Agentic AI: Incentive-Compatible Distributed Teaming and Workflow,2026,cs.GT;cs.AI;cs.MA,2026-02-03T06:00:34Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,software-for-llm,no,adjudicated,https://arxiv.org/abs/2602.03145
Chen2026BeyondQuantityTrajectory,2602.03219,Beyond Quantity: Trajectory Diversity Scaling for Code Agents,2026,cs.AI,2026-02-03T07:43:03Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.03219
Zhou2026OntologyToolsCompilation,2602.03439,Ontology-to-tools compilation for executable semantic constraint enforcement in LLM agents,2026,cs.AI;cs.IR,2026-02-03T12:03:26Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.03439
Miahi2026UnderstandingExploitingWeight,2602.03839,Understanding and Exploiting Weight Update Sparsity for Communication-Efficient Distributed RL,2026,cs.LG,2026-02-03T18:56:48Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2602.03839
Qu2026AdaptiveTestTime,2602.03975,Adaptive Test-Time Compute Allocation via Learned Heuristics over Categorical Structure,2026,cs.AI,2026-02-03T19:57:53Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.03975
Ma2026ScalingAgenticVerifier,2602.04254,Scaling Agentic Verifier for Competitive Coding,2026,cs.CL,2026-02-04T06:30:40Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2602.04254
Misaki2026UnmaskforkTestTime,2602.04344,UnMaskFork: Test-Time Scaling for Masked Diffusion via Deterministic Action Branching,2026,cs.LG;cs.AI,2026-02-04T09:13:08Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2602.04344
Sucu2026ExploitingContextualInformation,2602.04750,Exploiting contextual information to improve stance detection in informal political discourse with LLMs,2026,cs.CL;cs.AI,2026-02-04T16:49:26Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2602.04750
Zhu2026CodescalerScalingCode,2602.17684,CodeScaler: Scaling Code LLM Training and Test-Time Inference via Reward Models,2026,cs.LG;cs.AI,2026-02-04T17:56:00Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.17684
Shi2026AgentxrayWhiteBoxing,2602.05353,AgentXRay: White-Boxing Agentic Systems via Workflow Reconstruction,2026,cs.AI;cs.CL,2026-02-05T06:24:15Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2602.05353
Lee2026HAdminsimMulti,2602.05407,H-AdminSim: A Multi-Agent Simulator for Realistic Hospital Administrative Workflows with FHIR Integration,2026,cs.AI;cs.CL,2026-02-05T07:44:56Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2602.05407
Yoshizato2026AiAgentSystems,2602.05524,AI Agent Systems for Supply Chains: Structured Decision Prompts and Memory Retrieval,2026,cs.MA;cs.AI,2026-02-05T10:35:00Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2602.05524
Chen2026LearningInjectAutomated,2602.05746,Learning to Inject: Automated Prompt Injection via Reinforcement Learning,2026,cs.LG;cs.AI,2026-02-05T15:14:46Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2602.05746
Chen2026NexNeuronExplore,2602.05805,NEX: Neuron Explore-Exploit Scoring for Label-Free Chain-of-Thought Selection and Model Ranking,2026,cs.AI,2026-02-05T15:59:12Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2602.05805
Li2026ContextbenchBenchmarkContext,2602.05892,ContextBench: A Benchmark for Context Retrieval in Coding Agents,2026,cs.LG,2026-02-05T17:10:26Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.05892
Zhang2026LearningQueryAware,2602.06025,Learning Query-Aware Budget-Tier Routing for Runtime Agent Memory,2026,cs.CL;cs.AI;cs.LG,2026-02-05T18:57:09Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2602.06025
Lee2026MpibBenchmarkMedical,2602.06268,MPIB: A Benchmark for Medical Prompt Injection Attacks and Clinical Safety in LLMs,2026,cs.CL;cs.LG,2026-02-06T00:03:09Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2602.06268
Qiu2026HyperBridgingExploration,2602.06527,HyPER: Bridging Exploration and Exploitation for Scalable LLM Reasoning with Hypothesis Path Expansion and Reduction,2026,cs.AI,2026-02-06T09:27:54Z,exclude,a formal-ledger venue version supersedes this preprint identity/title,formal-supersession,,yes,adjudicated,https://arxiv.org/abs/2602.06527
Li2026ExtendedRealityPrompt,2602.07104,Extended to Reality: Prompt Injection in 3D Environments,2026,cs.CV;cs.AI,2026-02-06T17:19:04Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2602.07104
He2026TtsrTestTime,2603.03297,TTSR: Test-Time Self-Reflection for Continual Reasoning Improvement,2026,cs.CL;cs.AI;cs.LG,2026-02-06T18:55:40Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2603.03297
Mertens2026IsThereSecret,2602.07238,"Is there ""Secret Sauce'' in Large Language Model Development?",2026,cs.AI;cs.LG;econ.GN,2026-02-06T22:32:31Z,candidate,LLM is explicit in the title but the dossier object appears only in the abstract; manual primary-object review required,needs-primary-object-review,,no,needs-primary-object-review,https://arxiv.org/abs/2602.07238
Guan2026SupchainBenchBenchmarking,2602.07342,SupChain-Bench: Benchmarking Large Language Models for Real-World Supply Chain Management,2026,cs.AI,2026-02-07T03:49:25Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-security,no,adjudicated,https://arxiv.org/abs/2602.07342
Amaram2026DevelopingAiAssistant,2603.03302,Developing an AI Assistant for Knowledge Management and Workforce Training in State DOTs,2026,cs.CL;cs.AI;cs.IR,2026-02-07T20:00:07Z,exclude,LLM/foundation-model mention is background or the primary research object falls outside the dossiers,title-and-abstract,,no,adjudicated,https://arxiv.org/abs/2603.03302
Wang2026MartiMars2,2602.07848,MARTI-MARS$^2$: Scaling Multi-Agent Self-Search via Reinforcement Learning for Code Generation,2026,cs.LG,2026-02-08T07:28:44Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software;software-for-llm,no,adjudicated,https://arxiv.org/abs/2602.07848
Mesa2026CompilerAssistedSpeculative,2602.08060,Compiler-Assisted Speculative Sampling for Accelerated LLM Inference on Heterogeneous Edge Devices,2026,cs.LG,2026-02-08T17:09:51Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2602.08060
Moreira2026AgoraAgenticGreen,2602.13290,AGORA: Agentic Green Orchestration Architecture for Beyond 5G Networks,2026,cs.NI;cs.AI,2026-02-08T20:39:54Z,exclude,publication/acceptance metadata makes this supplementary or off-ledger rather than frontier,publication-metadata-review,,no,adjudicated,https://arxiv.org/abs/2602.13290
Wang2026InitialRiskProbing,2602.08121,Initial Risk Probing and Feasibility Testing of Glow: a Generative AI-Powered Dialectical Behavior Therapy Skills Coach for Substance Use Recovery and HIV Prevention,2026,cs.AI,2026-02-08T21:00:29Z,include,title names a dossier research object and the title/abstract lead establishes the LLM or agentic method,title-and-abstract,llm-software,no,adjudicated,https://arxiv.org/abs/2602.08121
